1029,"Saga, Vol. 1 (Saga, nb.1)","Brian K. Vaughan, Fiona Staples"
1030,"The Art of Fielding","Chad Harbach"
1031,"A Moveable Feast","Ernest Hemingway"
1032,"Fablehaven (Fablehaven, nb.1)","Brandon Mull"
1033,"The Wide Window (A Series of Unfortunate Events, nb.3)","Lemony Snicket, Brett Helquist"
1034,"Grave Peril (The Dresden Files, nb.3)","Jim Butcher"
1035,"Einstein: His Life and Universe","Walter Isaacson"
1036,"Effortless (Thoughtless, nb.2)","S.C. Stephens"
1037,"The Street Lawyer","John Grisham"
1038,"Roll of Thunder, Hear My Cry (Logans, nb.4)","Mildred D. Taylor"
1039,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, nb.1)","Seth Grahame-Smith, Jane Austen"
1040,"Let's Explore Diabetes with Owls","David Sedaris"
1041,"The Idiot","Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky"
1042,"Dirk Gently's Holistic Detective Agency (Dirk Gently nb.1)","Douglas Adams"
1043,"Rodrick Rules (Diary of a Wimpy Kid, nb.2)","Jeff Kinney"
1044,"Why Not Me?","Mindy Kaling"
1045,"Four: A Divergent Story Collection (Divergent, nb.0.1 - 0.4)","Veronica Roth"
1046,"Modern Romance","Aziz Ansari, Eric Klinenberg"
1047,"The One and Only Ivan","Katherine Applegate, Patricia Castelao"
1048,"The Perfect Storm: A True Story of Men Against the Sea","Sebastian Junger"
1049,"Elantris (Elantris, nb.1)","Brandon Sanderson"
1050,"The Knife of Never Letting Go (Chaos Walking, nb.1)","Patrick Ness"
1051,"One Thousand White Women: The Journals of May Dodd (One Thousand White Womennb.1)","Jim Fergus"
1052,"Handle with Care","Jodi Picoult"
1053,"Song of Susannah (The Dark Tower, nb.6)","Stephen King, Darrel Anderson"
1054,"Reached (Matched, nb.3)","Ally Condie"
1055,"Midnight's Children","Salman Rushdie"
1056,"The Zombie Survival Guide: Complete Protection from the Living Dead","Max Brooks"
1057,"The Testament","John Grisham"
1058,"Murder at the Vicarage (Miss Marple, nb.1)","Agatha Christie"
1059,"Among the Hidden (Shadow Children, nb.1)","Margaret Peterson Haddix"
1060,"In Defense of Food: An Eater's Manifesto","Michael Pollan"
1061,"The Witch of Blackbird Pond","Elizabeth George Speare"
1062,"The Heir (The Selection, nb.4)","Kiera Cass"
1063,"Shopaholic Ties the Knot (Shopaholic, nb.3)","Sophie Kinsella"
1064,"The Woman in White","Wilkie Collins, Matthew Sweet"
1065,"Career of Evil (Cormoran Strike, nb.3)","Robert Galbraith, J.K. Rowling"
1066,"The Summer I Turned Pretty (Summer, nb.1)","Jenny Han"
1067,"Four to Score (Stephanie Plum, nb.4)","Janet Evanovich"
1068,"The Color of Water: A Black Man's Tribute to His White Mother","James McBride"
1069,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner"
1070,"Darkfever (Fever, nb.1)","Karen Marie Moning"
1071,"Stone of Tears (Sword of Truth, nb.2)","Terry Goodkind"
1072,"Heart of the Matter","Emily Giffin"
1073,"Vanity Fair","William Makepeace Thackeray, John Carey"
1074,"The Sirens of Titan","Kurt Vonnegut Jr."
1075,"Dolores Claiborne","Stephen King, Dominique Dill"
1076,"The Nest","Cynthia D'Aprix Sweeney"
1077,"Fables, Vol. 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean"
1078,"Getting Things Done: The Art of Stress-Free Productivity","David    Allen"
1079,"The Celestine Prophecy (Celestine Prophecy, nb.1)","James Redfield"
1080,"My Life Next Door","Huntley Fitzpatrick"
1081,"Winter of the World (The Century Trilogy nb.2)","Ken Follett"
1082,"Colorless Tsukuru Tazaki and His Years of Pilgrimage","Haruki Murakami, Philip Gabriel"
1083,"Lucky","Alice Sebold"
1084,"To the Lighthouse","Virginia Woolf"
1085,"Five Point Someone","Chetan Bhagat"
1086,"Guilty Pleasures (Anita Blake, Vampire Hunter, nb.1)","Laurell K. Hamilton"
1087,"I Am the Messenger","Markus Zusak"
1088,"Far from the Madding Crowd","Thomas Hardy, Rosemarie Morgan, Shannon Russell"
1089,"Equal Rites (Discworld, nb.3; Witches nb.1)","Terry Pratchett"
1090,"House of Leaves","Mark Z. Danielewski"
1091,"Cruel & Unusual (Kay Scarpetta, nb.4)","Patricia Cornwell"
1092,"Sycamore Row","John Grisham"
1093,"Awakened (House of Night, nb.8)","P.C. Cast, Kristin Cast"
1094,"My Ántonia","Willa Cather"
1095,"Life As We Knew It (Last Survivors, nb.1)","Susan Beth Pfeffer"
1096,"America (The Book): A Citizen's Guide to Democracy Inaction","Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms"
1097,"90 Minutes in Heaven: A True Story of Death and Life","Don Piper, Cecil Murphey"
1098,"The Longest Ride","Nicholas Sparks"
1099,"Tao Te Ching","Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe"
1100,"Kane and Abel (Kane and Abel, nb.1)","Jeffrey Archer"
1101,"Change of Heart","Jodi Picoult"
1102,"Dry","Augusten Burroughs"
1103,"Sam's Letters to Jennifer","James Patterson"
1104,"Grey (Fifty Shades, nb.4)","E.L. James"
1105,"Dune Messiah (Dune Chronicles nb.2)","Frank Herbert"
1106,"The Great Divorce","C.S. Lewis"
1107,"Little Earthquakes","Jennifer Weiner"
1108,"The Complete Fairy Tales","Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter"
1109,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, nb.2)","Mark Cotta Vaz"
1110,"Maybe Someday (Maybe, nb.1)","Colleen Hoover"
1111,"Mr. Maybe","Jane Green"
1112,"Anne of the Island (Anne of Green Gables, nb.3)","L.M. Montgomery"
1113,"Thus Spoke Zarathustra","Friedrich Nietzsche, Walter Kaufmann"
1114,"North and South","Elizabeth Gaskell, Alan Shelston"
1115,"A Stolen Life","Jaycee Dugard"
1116,"The Immortals of Meluha (Shiva Trilogy, nb.1)","Amish Tripathi"
1117,"The Lost World (Jurassic Park, nb.2)","Michael Crichton"
1118,"Requiem (Delirium, nb.3)","Lauren Oliver"
1119,"A Crown of Swords (Wheel of Time, nb.7)","Robert Jordan"
1120,"Aesop's Fables","Aesop, Laura Harris, Laura Gibbs"
1121,"Blood Meridian, or the Evening Redness in the West","Cormac McCarthy"
1122,"Finale (Hush, Hush, nb.4)","Becca Fitzpatrick"
1123,"Skeleton Crew","Stephen King"
1124,"Lullaby","Chuck Palahniuk"
1125,"2 States: The Story of My Marriage","Chetan Bhagat"
1126,"Vampire Knight, Vol. 1 (Vampire Knight, nb.1)","Matsuri Hino, Tomo Kimura"
1127,"Summer Knight (The Dresden Files, nb.4)","Jim Butcher"
1128,"Dragonflight (Dragonriders of Pern, nb.1)","Anne McCaffrey, Teodor Panasiński"
1129,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien"
1130,"Ugly Love","Colleen Hoover"
1131,"Chocolat (Chocolat, nb.1)","Joanne Harris"
1132,"The Amityville Horror","Jay Anson"
1133,"The English Patient","Michael Ondaatje"
1134,"Gabriel's Rapture (Gabriel's Inferno, nb.2)","Sylvain Reynard"
1135,"Dubliners","James Joyce, Jeri Johnson"
1136,"Let the Great World Spin","Colum McCann"
1137,"The Eternity Code (Artemis Fowl, nb.3)","Eoin Colfer"
1138,"Tell No One","Harlan Coben"
1139,"The Tommyknockers","Stephen King"
1140,"Hex Hall (Hex Hall, nb.1)","Rachel Hawkins"
1141,"Steal Like an Artist: 10 Things Nobody Told You About Being Creative","Austin Kleon"
1142,"Cryptonomicon","Neal Stephenson"
1143,"Beautiful Bastard (Beautiful Bastard, nb.1)","Christina Lauren"
1144,"Prodigal Summer","Barbara Kingsolver"
1145,"We Were the Mulvaneys","Joyce Carol Oates"
1146,"Understanding Comics: The Invisible Art","Scott McCloud"
1147,"Beautiful Darkness (Caster Chronicles, nb.2)","Kami Garcia, Margaret Stohl"
1148,"The Psychopath Test: A Journey Through the Madness Industry","Jon Ronson"
1149,"Vanishing Acts","Jodi Picoult"
1150,"Absolute Power","David Baldacci"
1151,"Hot Six (Stephanie Plum, nb.6)","Janet Evanovich"
1152,"The Time Keeper","Mitch Albom"
1153,"A Dirty Job (Grim Reaper, nb.1)","Christopher Moore"
1154,"Moneyball: The Art of Winning an Unfair Game","Michael   Lewis"
1155,"The Amulet of Samarkand (Bartimaeus, nb.1)","Jonathan Stroud"
1156,"I Am America (And So Can You!)","Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell"
1157,"The One Minute Manager","Kenneth H. Blanchard, Spencer Johnson"
1158,"Exodus","Leon Uris"
1159,"Stones from the River","Ursula Hegi"
1160,"The Big Sleep (Philip Marlowe, nb.1)","Raymond Chandler"
1161,"Cannery Row","John Steinbeck"
1162,"Seriously... I'm Kidding","Ellen DeGeneres"
1163,"The Miserable Mill (A Series of Unfortunate Events, nb.4)","Lemony Snicket, Brett Helquist"
1164,"The Snow Child","Eowyn Ivey"
1165,"Wait for You (Wait for You, nb.1)","J. Lynn, Jennifer L. Armentrout"
1166,"The Last Straw (Diary of a Wimpy Kid, nb.3)","Jeff Kinney"
1167,"The Divine Comedy","Dante Alighieri, Allen Mandelbaum, Eugenio Montale"
1168,"The Tao of Pooh","Benjamin Hoff, Ernest H. Shepard"
1169,"Onyx (Lux, nb.2)","Jennifer L. Armentrout"
1170,"Unravel Me (Shatter Me, nb.2)","Tahereh Mafi"
1171,"The Birth of Venus","Sarah Dunant"
1172,"The Opal Deception  (Artemis Fowl, nb.4)","Eoin Colfer"
1173,"The Girl in the Spider's Web (Millennium, nb.4)","David Lagercrantz, Stieg Larsson, George Goulding"
1174,"The Girls","Emma Cline"
1175,"The Goose Girl (The Books of Bayern, nb.1)","Shannon Hale"
1176,"Mystic River","Dennis Lehane"
1177,"Warm Bodies (Warm Bodies, nb.1)","Isaac Marion"
1178,"The Prince and the Pauper","Mark Twain, Everett H. Emerson"
1179,"The Moon is a Harsh Mistress","Robert A. Heinlein"
1180,"The Forty Rules of Love","Elif Shafak, إليف شافاق, ارسلان فصیحی, محمد درويش"
1181,"High Five (Stephanie Plum, nb.5)","Janet Evanovich"
1182,"Joyland","Stephen King"
1183,"Attack on Titan, Vol. 1 (Attack on Titan, nb.1)","Hajime Isayama, Sheldon Drzka"
1184,"Tender Is the Night","F. Scott Fitzgerald"
1185,"Cold Sassy Tree","Olive Ann Burns"
1186,"The Glass Menagerie","Tennessee Williams"
1187,"My Brilliant Friend (The Neapolitan Novels nb.1)","Elena Ferrante, Ann Goldstein"
1188,"The 4-Hour Workweek","Timothy Ferriss"
1189,"The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny","Robin S. Sharma"
1190,"Rules of Civility","Amor Towles"
1191,"Ringworld (Ringworld, nb.1)","Larry Niven"
1192,"Between Shades of Gray","Ruta Sepetys"
1193,"Frindle","Andrew Clements, Brian Selznick"
1194,"Dog Days (Diary of a Wimpy Kid, nb.4)","Jeff Kinney"
1195,"The Round House","Louise Erdrich"
1196,"A Wind in the Door (A Wrinkle in Time Quintet, nb.2)","Madeleine L'Engle"
1197,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, nb.1.5)","Veronica Roth"
1198,"A Little Life","Hanya Yanagihara"
1199,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, José Marzán Jr."
1200,"The Alloy of Law (Mistborn, nb.4)","Brandon Sanderson"
1201,"Dead Reckoning (Sookie Stackhouse, nb.11)","Charlaine Harris"
1202,"The Accidental Tourist","Anne Tyler, Jennifer Bassett"
1203,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, nb.1)","Benjamin Alire Sáenz"
1204,"The Invisible Man","H.G. Wells"
1205,"Hard-Boiled Wonderland and the End of the World","Haruki Murakami, Alfred Birnbaum"
1206,"By the River Piedra I Sat Down and Wept","Paulo Coelho, Alan R. Clarke"
1207,"The Swiss Family Robinson  ","Johann David Wyss, Scott McKowen, Arthur Pober"
1208,"Four Past Midnight ","Stephen King"
1209,"The Marriage Bargain (Marriage to a Billionaire, nb.1)","Jennifer Probst"
1210,"Anne of Avonlea (Anne of Green Gables, nb.2)","L.M. Montgomery"
1211,"The Little Engine That Could","Watty Piper, Doris Hauman, George Hauman"
1212,"We Are All Completely Beside Ourselves","Karen Joy Fowler"
1213,"Children of the Mind (Ender's Saga, nb.4)","Orson Scott Card"
1214,"Ulysses","James Joyce"
1215,"Someone Like You","Sarah Dessen"
1216,"Moloka'i","Alan Brennert"
1217,"The Witching Hour (Lives of the Mayfair Witches, nb.1)","Anne Rice"
1218,"This Present Darkness (Darkness, nb.1)","Frank E. Peretti"
1219,"The Coincidence of Callie & Kayden (The Coincidence, nb.1)","Jessica Sorensen"
1220,"Fates and Furies","Lauren Groff"
1221,"Summer Sisters","Judy Blume"
1222,"Stuart Little","E.B. White, Garth Williams"
1223,"The Foundation Trilogy (Foundation, nb.1-3)","Isaac Asimov"
1224,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory","Brian Greene"
1225,"The Austere Academy (A Series of Unfortunate Events, nb.5)","Lemony Snicket, Brett Helquist"
1226,"Seven Up (Stephanie Plum, nb.7)","Janet Evanovich"
1227,"The Awakening (Darkest Powers, nb.2)","Kelley Armstrong"
1228,"Death Masks (The Dresden Files, nb.5)","Jim Butcher"
1229,"Stellaluna","Janell Cannon"
1230,"Before They Are Hanged (The First Law nb.2)","Joe Abercrombie"
1231,"Loving Frank","Nancy Horan"
1232,"Hard Eight (Stephanie Plum, nb.8)","Janet Evanovich, Lorelei King"
1233,"The Vile Village (A Series of Unfortunate Events, nb.7)","Lemony Snicket, Brett Helquist"
1234,"Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities","Flora Rheta Schreiber"
1235,"Cosmos","Carl Sagan"
1236,"Haunted","Chuck Palahniuk"
1237,"The Shell Seekers","Rosamunde Pilcher"
1238,"What Is the What","Dave Eggers"
1239,"Chronicle of a Death Foretold","Gabriel García Márquez, Gregory Rabassa"
1240,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, nb.1)","Ronald Holt, Arthur Conan Doyle"
1241,"Killing Lincoln: The Shocking Assassination that Changed America Forever","Bill O'Reilly, Martin Dugard"
1242,"The Lowland","Jhumpa Lahiri"
1243,"The Ruins of Gorlan (Ranger's Apprentice, nb.1)","John Flanagan"
1244,"Wintergirls","Laurie Halse Anderson"
1245,"The Brethren","John Grisham"
1246,"Assassin's Quest (Farseer Trilogy, nb.3)","Robin Hobb"
1247,"Rosemary's Baby","Ira Levin"
1248,"The Talisman (The Talisman, nb.1)","Stephen King, Peter Straub"
1249,"The Path of Daggers (Wheel of Time, nb.8)","Robert Jordan"
1250,"The Dharma Bums","Jack Kerouac"
1251,"The Reckoning (Darkest Powers, nb.3)","Kelley Armstrong"
1252,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","Katherine Boo"
1253,"Mary Poppins (Mary Poppins, nb.1)","P.L. Travers, Mary Shepard"
1254,"Red Seas Under Red Skies (Gentleman Bastard, nb.2)","Scott Lynch"
1255,"The House on Mango Street","Sandra Cisneros"
1256,"City of Thieves","David Benioff"
1257,"Halfway to the Grave (Night Huntress, nb.1)","Jeaniene Frost"
1258,"The Twits","Roald Dahl, Quentin Blake"
1259,"Abhorsen (Abhorsen, nb.3)","Garth Nix"
1260,"The Beach House","James Patterson, Peter de Jonge"
1261,"The Eyes of the Dragon","Stephen King"
1262,"Children of Dune (Dune Chronicles nb.3)","Frank Herbert"
1263,"Leviathan Wakes (The Expanse, nb.1)","James S.A. Corey"
1264,"Queen of Shadows (Throne of Glass, nb.4)","Sarah J. Maas"
1265,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, nb.2)","Art Spiegelman"
1266,"The Snowy Day","Ezra Jack Keats"
1267,"To the Nines (Stephanie Plum, nb.9)","Janet Evanovich"
1268,"Where We Belong","Emily Giffin"
1269,"The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus","Richard   Preston"
1270,"Sputnik Sweetheart","Haruki Murakami, Philip Gabriel"
1271,"The Signature of All Things","Elizabeth Gilbert"
1272,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation","Lynne Truss"
1273,"Dead Witch Walking (The Hollows, nb.1)","Kim Harrison"
1274,"The Night Before Christmas","Clement C. Moore, Jan Brett"
1275,"An Echo in the Bone (Outlander, nb.7)","Diana Gabaldon"
1276,"Unearthly (Unearthly, nb.1)","Cynthia Hand"
1277,"The Case for Christ","Lee Strobel"
1278,"Knife of Dreams (Wheel of Time, nb.11)","Robert Jordan"
1279,"Hoot","Carl Hiaasen"
1280,"The Aeneid","Virgil, Robert Fitzgerald"
1281,"This Is How You Lose Her","Junot Díaz"
1282,"After Dark","Haruki Murakami, Jay Rubin"
1283,"Ishmael:A Novel","Daniel Quinn"
1284,"It's Not Summer Without You (Summer, nb.2)","Jenny Han"
1285,"Pushing the Limits (Pushing the Limits, nb.1)","Katie McGarry"
1286,"Quidditch Through the Ages","Kennilworthy Whisp, J.K. Rowling"
1287,"Miss Nelson Is Missing! (Miss Nelson, nb.1)","Harry Allard, James  Marshall"
1288,"The Long Walk","Richard Bachman, Stephen King"
1289,"The Ersatz Elevator (A Series of Unfortunate Events, nb.6)","Lemony Snicket, Brett Helquist"
1290,"Messenger (The Giver, nb.3)","Lois Lowry"
1291,"Lover Revealed (Black Dagger Brotherhood, nb.4)","J.R. Ward"
1292,"'Salem's Lot","Stephen King, Jerry N. Uelsmann"
1293,"The Mysterious Benedict Society (The Mysterious Benedict Society, nb.1)","Trenton Lee Stewart, Carson Ellis"
1294,"god is Not Great: How Religion Poisons Everything","Christopher Hitchens"
1295,"Never Too Far (Rosemary Beach, nb.2; Too Far, nb.2)","Abbi Glines"
1296,"State of Fear","Michael Crichton"
1297,"The Statistical Probability of Love at First Sight","Jennifer E. Smith"
1298,"The Golem's Eye (Bartimaeus, nb.2)","Jonathan Stroud"
1299,"Still Life with Woodpecker","Tom Robbins"
1300,"Those Who Save Us","Jenna Blum"
1301,"The Broker","John Grisham"
1302,"Across the Universe (Across the Universe, nb.1)","Beth Revis"
1303,"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth","M. Scott Peck"
1304,"Blood Rites (The Dresden Files, nb.6)","Jim Butcher"
1305,"The Boxcar Children (The Boxcar Children, nb.1)","Gertrude Chandler Warner, L. Kate Deal"
1306,"The Silent Wife","A.S.A. Harrison"
1307,"How to Be a Woman","Caitlin Moran"
1308,"A Court of Mist and Fury (A Court of Thorns and Roses, nb.2)","Sarah J. Maas"
1309,"Life","Keith Richards"
1310,"Unaccustomed Earth","Jhumpa Lahiri"
1311,"The Pilot's Wife","Anita Shreve"
1312,"White Noise","Don DeLillo"
1313,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest","Stephen E. Ambrose"
1314,"The Origin of Species","Charles Darwin"
1315,"Blankets","Craig Thompson"
1316,"The Story of Edgar Sawtelle","David Wroblewski"
1317,"Drowning Ruth","Christina Schwarz"
1318,"Post Office","Charles Bukowski"
1319,"All the Pretty Horses (The Border Trilogy, nb.1)","Cormac McCarthy"
1320,"The Complete Sherlock Holmes, Vol 2","Arthur Conan Doyle, Kyle Freeman"
1321,"One Piece, Volume 01: Romance Dawn (One Piece, nb.1)","Eiichirō Oda, Andy Nakatani"
1322,"The Last Unicorn (The Last Unicorn, nb.1)","Peter S. Beagle"
1323,"Magyk (Septimus Heap, nb.1)","Angie Sage"
1324,"Fever 1793","Laurie Halse Anderson"
1325,"The Likeness (Dublin Murder Squad, nb.2)","Tana French"
1326,"Dead Wake: The Last Crossing of the Lusitania","Erik Larson"
1327,"The Jungle Book","Rudyard Kipling"
1328,"I Am Pilgrim (Pilgrim, nb.1)","Terry Hayes"
1329,"Howl and Other Poems","Allen Ginsberg, William Carlos Williams"
1330,"Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life","Richard Carlson"
1331,"Go the Fuck to Sleep","Adam Mansbach, Ricardo Cortés"
1332,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, nb.5)","Douglas Adams"
1333,"Benjamin Franklin: An American Life","Walter Isaacson"
1334,"The Tiger's Wife","Téa Obreht"
1335,"Poison Study (Study, nb.1)","Maria V. Snyder"
1336,"Lover Unbound (Black Dagger Brotherhood, nb.5)","J.R. Ward"
1337,"Going Postal (Discworld, nb.33; Moist von Lipwig, nb.1)","Terry Pratchett"
1338,"The Book of Mormon: Another Testament of Jesus Christ","Anonymous, Joseph Smith Jr."
1339,"The Mist","Stephen King"
1340,"Dead Beat (The Dresden Files, nb.7)","Jim Butcher"
1341,"Golden Son (Red Rising, nb.2)","Pierce Brown"
1342,"Night Watch (Discworld, nb.29; City Watch, nb.6)","Terry Pratchett"
1343,"The Light Fantastic (Discworld, nb.2; Rincewind nb.2)","Terry Pratchett"
1344,"What the Dog Saw and Other Adventures","Malcolm Gladwell"
1345,"Pretty Girls","Karin Slaughter"
1346,"Last Argument of Kings (The First Law, nb.3)","Joe Abercrombie"
1347,"Revival","Stephen King"
1348,"Horton Hears a Who!","Dr. Seuss"
1349,"The Blind Side: Evolution of a Game","Michael   Lewis"
1350,"Lirael (Abhorsen, nb.2)","Garth Nix"
1351,"School's Out—Forever (Maximum Ride, nb.2)","James Patterson"
1352,"Black Butler, Vol. 1 (Black Butler, nb.1)","Yana Toboso, Tomo Kimura"
1353,"Winter (The Lunar Chronicles, nb.4)","Marissa Meyer"
1354,"The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror","Robert Louis Stevenson, Robert Mighall"
1355,"The Hunger Games Tribute Guide","Emily Seife"
1356,"The Warded Man (Demon Cycle, nb.1)","Peter V. Brett"
1357,"The Pilgrim's Progress","John Bunyan"
1358,"One Shot (Jack Reacher, nb.9)","Lee Child"
1359,"The Serpent's Shadow (Kane Chronicles, nb.3)","Rick Riordan"
1360,"Duma Key","Stephen King"
1361,"The House at Riverton","Kate Morton"
1362,"Winter's Heart (Wheel of Time, nb.9)","Robert Jordan"
1363,"Proven Guilty (The Dresden Files, nb.8)","Jim Butcher"
1364,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead","Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus"
1365,"The Heart is a Lonely Hunter","Carson McCullers"
1366,"The Infinite Sea (The 5th Wave, nb.2)","Rick Yancey"
1367,"The Once and Future King (The Once and Future King nb.1-4)","T.H. White"
1368,"Small Gods (Discworld, nb.13)","Terry Pratchett"
1369,"Bud, Not Buddy","Christopher Paul Curtis"
1370,"Fun Home: A Family Tragicomic","Alison Bechdel"
1371,"Predictably Irrational: The Hidden Forces That Shape Our Decisions","Dan Ariely"
1372,"الفيل الأزرق","أحمد مراد"
1373,"The Indian in the Cupboard (The Indian in the Cupboard, nb.1)","Lynne Reid Banks"
1374,"A Memory of Light (Wheel of Time, nb.14)","Robert Jordan, Brandon Sanderson"
1375,"Me and Earl and the Dying Girl","Jesse Andrews"
1376,"The Ugly Truth (Diary of a Wimpy Kid, nb.5)","Jeff Kinney"
1377,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, nb.3-4)","Janet Evanovich"
1378,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary","Simon Winchester"
1379,"2nd Chance (Women's Murder Club, nb.2)","James Patterson, Andrew Gross"
1380,"The Complete Maus (Maus, nb.1-2)","Art Spiegelman"
1381,"The Eyre Affair (Thursday Next, nb.1)","Jasper Fforde"
1382,"Anne Rice's The Vampire Lestat: A Graphic Novel","Faye Perozich, Anne Rice, John Bolton, Daerick Gröss"
1383,"Sideways Stories from Wayside School (Wayside School nb.1)","Louis Sachar, Adam McCauley"
1384,"The Art of Happiness","Dalai Lama XIV, Howard C. Cutler"
1385,"The Bone Clocks","David Mitchell"
1386,"Black and Blue","Anna Quindlen"
1387,"Origins (The Vampire Diaries: Stefan's Diaries, nb.1)","L.J. Smith, Kevin Williamson, Julie Plec"
1388,"The Last Juror","John Grisham"
1389,"Diary","Chuck Palahniuk"
1390,"Eleven on Top (Stephanie Plum, nb.11)","Janet Evanovich"
1391,"Inkspell (Inkworld, nb.2)","Cornelia Funke, Anthea Bell"
1392,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto","Chuck Klosterman"
1393,"Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder","Evelyn Waugh"
1394,"White Night (The Dresden Files, nb.9)","Jim Butcher"
1395,"The Miniaturist","Jessie Burton"
1396,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, nb.1)","Margaret Weis, Tracy Hickman"
1397,"The Lost Colony (Artemis Fowl, nb.5)","Eoin Colfer"
1398,"Extras (Uglies, nb.4)","Scott Westerfeld"
1399,"The Burning Bridge (Ranger's Apprentice, nb.2)","John Flanagan"
1400,"The Book of Life (All Souls Trilogy, nb.3)","Deborah Harkness"
1401,"The Artist's Way: A Spiritual Path to Higher Creativity","Julia Cameron"
1402,"The Stinky Cheese Man and Other Fairly Stupid Tales","Jon Scieszka, Lane Smith"
1403,"Horns","Joe Hill"
1404,"Catherine the Great: Portrait of a Woman","Robert K. Massie"
1405,"The Year of the Flood  (MaddAddam, nb.2)","Margaret Atwood"
1406,"Winter Garden","Kristin Hannah"
1407,"The King of Torts","John Grisham"
1408,"Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10","Marcus Luttrell, Patrick Robinson"
1409,"The 3 Mistakes of My Life","Chetan Bhagat"
1410,"The Murder of Roger Ackroyd (Hercule Poirot, nb.4)","Agatha Christie"
1411,"Native Son","Richard Wright"
1412,"Shadow's Edge (Night Angel, nb.2)","Brent Weeks"
1413,"Under the Never Sky (Under the Never Sky, nb.1)","Veronica Rossi"
1414,"True Believer (Jeremy Marsh & Lexie Darnell, nb.1)","Nicholas Sparks"
1415,"The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses","Eric Ries"
1416,"The Golden Lily (Bloodlines, nb.2)","Richelle Mead"
1417,"Chasing Harry Winston","Lauren Weisberger"
1418,"Magician's Gambit (The Belgariad, nb.3)","David Eddings"
1419,"The Stand: Captain Trips","Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin"
1420,"The Rise and Fall of the Third Reich: A History of Nazi Germany","William L. Shirer"
1421,"A Long Way Down","Nick Hornby"
1422,"Out from Boneville (Bone, nb.1)","Jeff Smith, Steve Hamaker"
1423,"Rose Madder","Stephen King"
1424,"Die Trying (Jack Reacher, nb.2)","Lee Child"
1425,"Beautiful Chaos (Caster Chronicles, nb.3)","Kami Garcia, Margaret Stohl, Paz Pruneda"
1426,"Keeping Faith","Jodi Picoult"
1427,"Heart-Shaped Box","Joe Hill"
1428,"Cabin Fever (Diary of a Wimpy Kid, nb.6)","Jeff Kinney"
1429,"Beyond the Shadows (Night Angel, nb.3)","Brent Weeks"
1430,"Everyone Worth Knowing","Lauren Weisberger"
